Seyonic Pipettor Initializing...,Tue Jul 11 13:21:44 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:18:01 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:18:03 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:18:05 2023,
close_valve(channel=0),Tue Jul 11 14:18:06 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:18:07 2023,
dispense(pressure=100),Tue Jul 11 14:18:08 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:18:08 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:18:10 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:18:12 2023,
close_valve(channel=0),Tue Jul 11 14:18:13 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:18:14 2023,
dispense(pressure=100),Tue Jul 11 14:18:15 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:18:15 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:18:17 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:18:19 2023,
close_valve(channel=0),Tue Jul 11 14:18:21 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:18:22 2023,
dispense(pressure=100),Tue Jul 11 14:18:23 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:18:23 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:18:25 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:18:57 2023,
close_valve(channel=0),Tue Jul 11 14:18:59 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:19:00 2023,
dispense(pressure=100),Tue Jul 11 14:19:01 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:19:01 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:19:03 2023,
dispense(pressure=100),Tue Jul 11 14:19:09 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:19:09 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:19:11 2023,
