Seyonic Pipettor Initializing...,Wed Sep 13 11:35:25 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:30:49 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:30:55 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:30:57 2023,
close_valve(channel=0),Wed Sep 13 12:30:59 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:31:00 2023,
dispense(pressure=100),Wed Sep 13 12:31:01 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:31:01 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:31:06 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:31:18 2023,
close_valve(channel=0),Wed Sep 13 12:31:21 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:31:22 2023,
dispense(pressure=100),Wed Sep 13 12:31:31 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:31:31 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:31:37 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:32:08 2023,
close_valve(channel=0),Wed Sep 13 12:32:11 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:32:12 2023,
dispense(pressure=100),Wed Sep 13 12:32:21 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:32:21 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:32:26 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:32:38 2023,
close_valve(channel=0),Wed Sep 13 12:32:41 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:32:42 2023,
dispense(pressure=100),Wed Sep 13 12:32:43 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:32:43 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:32:47 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:33:00 2023,
close_valve(channel=0),Wed Sep 13 12:33:03 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:33:04 2023,
dispense(pressure=100),Wed Sep 13 12:33:13 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:33:13 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:33:19 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:33:52 2023,
close_valve(channel=0),Wed Sep 13 12:33:53 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:33:54 2023,
dispense(pressure=100),Wed Sep 13 12:34:05 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:34:05 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:34:07 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:34:18 2023,
close_valve(channel=0),Wed Sep 13 12:34:19 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:34:21 2023,
dispense(pressure=100),Wed Sep 13 12:34:31 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:34:31 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:34:33 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:40:15 2023,
close_valve(channel=0),Wed Sep 13 12:40:17 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:40:18 2023,
dispense(pressure=100),Wed Sep 13 12:40:28 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:40:28 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:40:30 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:40:32 2023,
close_valve(channel=0),Wed Sep 13 12:40:33 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:40:34 2023,
dispense(pressure=100),Wed Sep 13 12:40:35 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:40:35 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:40:38 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:40:40 2023,
close_valve(channel=0),Wed Sep 13 12:40:41 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:40:42 2023,
dispense(pressure=100),Wed Sep 13 12:40:43 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:40:43 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:40:45 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:40:47 2023,
close_valve(channel=0),Wed Sep 13 12:40:49 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:40:50 2023,
dispense(pressure=100),Wed Sep 13 12:40:51 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:40:51 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:40:53 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:40:55 2023,
close_valve(channel=8),Wed Sep 13 12:40:56 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:40:57 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:40:57 2023,
dispense(pressure=100),Wed Sep 13 12:40:58 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:40:58 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:41:00 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:41:02 2023,
close_valve(channel=0),Wed Sep 13 12:41:03 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:41:04 2023,
dispense(pressure=100),Wed Sep 13 12:41:05 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:41:05 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:41:08 2023,
set_pressure(pressure=-100; direction=None),Wed Sep 13 12:41:40 2023,
close_valve(channel=0),Wed Sep 13 12:41:41 2023,
set_pressure(pressure=0; direction=2),Wed Sep 13 12:41:42 2023,
dispense(pressure=100),Wed Sep 13 12:41:44 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:41:44 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:41:46 2023,
dispense(pressure=100),Wed Sep 13 12:41:52 2023,
set_pressure(pressure=100; direction=1),Wed Sep 13 12:41:52 2023,
set_pressure(pressure=0; direction=1),Wed Sep 13 12:41:54 2023,
