Seyonic Pipettor Initializing...,Tue Jul 25 11:39:18 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:31:31 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:31:34 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:31:36 2023,
close_valve(channel=0),Tue Jul 25 12:31:37 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:31:38 2023,
dispense(pressure=100),Tue Jul 25 12:31:39 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:31:39 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:31:41 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:31:43 2023,
close_valve(channel=0),Tue Jul 25 12:31:44 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:31:45 2023,
dispense(pressure=100),Tue Jul 25 12:31:47 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:31:47 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:31:49 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:31:51 2023,
close_valve(channel=0),Tue Jul 25 12:31:52 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:31:53 2023,
dispense(pressure=100),Tue Jul 25 12:31:54 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:31:54 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:31:56 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:31:58 2023,
close_valve(channel=0),Tue Jul 25 12:31:59 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:32:00 2023,
dispense(pressure=100),Tue Jul 25 12:32:01 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:32:01 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:32:04 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:32:06 2023,
close_valve(channel=0),Tue Jul 25 12:32:07 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:32:08 2023,
dispense(pressure=100),Tue Jul 25 12:32:09 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:32:09 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:32:11 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:32:44 2023,
close_valve(channel=0),Tue Jul 25 12:32:45 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:32:46 2023,
dispense(pressure=100),Tue Jul 25 12:32:47 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:32:47 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:32:49 2023,
dispense(pressure=100),Tue Jul 25 12:32:55 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:32:55 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:32:57 2023,
