Seyonic Pipettor Initializing...,Thu Jul 13 10:32:56 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:29:34 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:29:36 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:29:38 2023,
close_valve(channel=0),Thu Jul 13 11:29:39 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:29:40 2023,
dispense(pressure=100),Thu Jul 13 11:29:41 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:29:41 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:29:43 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:29:45 2023,
close_valve(channel=0),Thu Jul 13 11:29:46 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:29:47 2023,
dispense(pressure=100),Thu Jul 13 11:29:48 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:29:49 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:29:51 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:29:53 2023,
close_valve(channel=0),Thu Jul 13 11:29:54 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:29:55 2023,
dispense(pressure=100),Thu Jul 13 11:29:56 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:29:56 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:29:58 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:30:31 2023,
close_valve(channel=0),Thu Jul 13 11:30:32 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:30:33 2023,
dispense(pressure=100),Thu Jul 13 11:30:34 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:30:34 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:30:36 2023,
dispense(pressure=100),Thu Jul 13 11:30:42 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:30:42 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:30:44 2023,
